,Total_Stops,Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Journeyday,Journeymonth,Dephour,Depmin,Arrivalhour,Arrivalmin,Durationhours,Durationmins
1798,1.0,6643,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,6,6,8,35,17,15,8,40
1799,1.0,9845,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,7,30,21,0,13,30
1800,1.0,11134,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,18,55,12,0,17,5
1801,1.0,5583,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,5,11,20,5,15
1802,1.0,6069,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,16,0,21,0,5,0
1803,1.0,13817,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,5,45,20,20,14,35
1804,2.0,10283,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,5,0,19,15,38,15
1805,1.0,7795,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,9,50,21,5,11,15
1806,1.0,13977,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,0,20,7,40,7,20
1807,2.0,10919,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,6,45,4,25,21,40
1808,0.0,6038,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,20,25,23,5,2,40
1809,0.0,5601,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,5,35,8,50,3,15
1810,1.0,12351,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,7,30,21,0,13,30
1811,0.0,6094,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,4,5,10,8,0,2,50
1812,1.0,7575,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,10,35,19,15,8,40
1813,1.0,16079,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,21,50,4,25,6,35
1814,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,19,15,19,0,23,45
1815,1.0,13470,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,16,45,22,25,5,40
1816,0.0,8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,11,10,14,5,2,55
1817,1.0,16289,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,18,15,18,50,24,35
1818,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,19,45,4,25,8,40
1819,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,18,25,21,20,2,55
1820,0.0,5403,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9,4,9,45,12,35,2,50
1821,1.0,12373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,17,30,19,0,25,30
1822,1.0,13552,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,3,14,10,22,25,8,15
1823,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,8,25,20,45,12,20
1824,2.0,22619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3,9,40,23,45,14,5
1825,1.0,8625,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,10,35,19,15,8,40
1826,0.0,4777,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,6,0,8,45,2,45
1827,0.0,5000,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,6,5,35,8,50,3,15
1828,2.0,21954,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,19,10,19,45,24,35
1829,1.0,11627,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,11,30,4,25,16,55
1830,1.0,13731,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,14,5,4,40,14,35
1831,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,22,10,1,0,2,50
1832,1.0,6992,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,8,55,23,0,14,5
1833,1.0,13941,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,18,55,4,40,9,45
1834,1.0,14924,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,8,0,19,0,11,0
1835,1.0,18371,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,2,15,12,35,10,20
1836,0.0,7295,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,19,35,21,55,2,20
1837,1.0,9292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,17,0,16,40,23,40
1838,1.0,13941,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,20,0,8,15,12,15
1839,1.0,4150,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,4,15,9,50,5,35
1840,1.0,12681,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,20,0,23,35,27,35
1841,0.0,5601,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,5,35,8,50,3,15
1842,2.0,14960,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,9,50,8,55,23,5
1843,1.0,13377,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,16,0,1,30,9,30
1844,0.0,3342,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,3,12,0,13,25,1,25
1845,0.0,8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,11,10,14,5,2,55
1846,1.0,16736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,45,23,0,17,15
1847,1.0,10031,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,21,10,19,40,22,30
1848,1.0,7258,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,4,20,30,8,15,11,45
1849,0.0,4030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,6,0,8,45,2,45
1850,2.0,13381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,14,25,19,15,28,50
1851,2.0,16704,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,5,23,5,4,25,29,20
1852,1.0,13587,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,9,0,21,0,12,0
1853,0.0,5678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,5,2,55,4,20,1,25
1854,1.0,7064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,6,30,9,20,26,50
1855,0.0,2754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,6,1,40,3,10,1,30
1856,0.0,4668,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,5,9,45,12,35,2,50
1857,0.0,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,6,19,55,22,25,2,30
1858,1.0,5894,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,4,55,21,0,16,5
1859,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,17,30,4,25,10,55
1860,1.0,13941,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,16,30,8,15,15,45
1861,1.0,6451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,4,16,45,7,10,14,25
1862,2.0,10975,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,9,45,9,25,23,40
1863,2.0,14746,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,12,0,7,40,19,40
1864,1.0,11410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,20,45,7,10,10,25
1865,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,55,9,30,2,35
1866,2.0,13381,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,6,50,7,40,24,50
1867,1.0,15078,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,11,30,1,30,14,0
1868,1.0,8891,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,9,25,18,30,9,5
1869,1.0,7757,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,14,5,10,5,20,0
1870,0.0,4441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,4,5,45,8,45,3,0
1871,1.0,10031,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,19,45,18,10,22,25
1872,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,13,0,15,50,2,50
1873,1.0,8576,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,9,25,18,30,9,5
1874,1.0,11087,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,20,35,16,10,19,35
1875,1.0,12373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,10,0,12,35,26,35
1876,2.0,11432,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,9,25,5,35,20,10
1877,0.0,3175,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,6,16,55,18,25,1,30
1878,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,35,12,20,2,45
1879,2.0,13014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,9,40,12,35,26,55
1880,1.0,7563,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,7,10,22,20,15,10
1881,0.0,3873,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27,6,9,0,11,25,2,25
1882,1.0,6282,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,11,55,0,55,13,0
1883,1.0,11200,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,8,30,19,0,10,30
1884,0.0,5613,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,4,19,30,22,15,2,45
1885,0.0,5601,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,14,20,17,35,3,15
1886,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,14,0,12,35,22,35
1887,0.0,14306,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,20,0,22,55,2,55
1888,1.0,7064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,20,0,20,45,24,45
1889,1.0,18371,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,7,5,19,0,11,55
1890,2.0,13591,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,20,15,19,15,23,0
1891,2.0,10368,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,40,12,35,26,55
1892,2.0,18275,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,17,50,1,30,7,40
1893,0.0,3749,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,22,10,1,0,2,50
1894,2.0,6810,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,15,10,23,30,8,20
1895,1.0,7485,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,11,40,21,0,9,20
1896,0.0,5510,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,5,14,15,16,45,2,30
1897,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,18,15,4,25,10,10
1898,1.0,6723,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,7,10,16,10,9,0
1899,1.0,8307,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,8,0,15,30,7,30
1900,1.0,6146,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,4,5,55,13,35,7,40
1901,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,13,25,12,35,23,10
1902,1.0,14388,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,6,30,12,0,5,30
1903,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,6,0,8,45,2,45
1904,0.0,5198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,11,10,14,5,2,55
1905,1.0,7503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,9,15,1,30,16,15
1906,1.0,12314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,15,45,20,15,4,30
1907,1.0,8372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,13,0,19,15,6,15
1908,1.0,14781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,16,30,23,35,7,5
1909,0.0,8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,6,19,50,22,50,3,0
1910,0.0,6297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,3,7,55,10,15,2,20
1911,1.0,14388,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,8,25,9,20,24,55
1912,1.0,6393,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,7,25,13,35,6,10
1913,1.0,14939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,21,10,10,5,12,55
1914,1.0,14781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,8,25,19,50,11,25
1915,1.0,14871,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,7,30,21,0,13,30
1916,0.0,4319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,4,9,30,12,20,2,50
1917,1.0,13067,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,17,0,9,45,16,45
1918,1.0,26890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,55,8,15,15,20
1919,1.0,9134,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,7,0,13,15,6,15
1920,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,21,15,0,15,3,0
1921,1.0,8879,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,7,0,19,15,12,15
1922,1.0,14571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,18,55,12,0,17,5
1923,0.0,5644,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,6,9,35,12,10,2,35
1924,1.0,9663,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,6,30,4,40,22,10
1925,1.0,14571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,14,5,23,35,9,30
1926,0.0,3971,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,6,21,10,0,5,2,55
1927,1.0,17024,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,9,0,18,50,9,50
1928,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,5,17,10,19,40,2,30
1929,1.0,12898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,19,45,19,0,23,15
1930,2.0,13376,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,14,35,4,25,13,50
1931,2.0,9905,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,21,25,12,35,15,10
1932,1.0,13587,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,8,0,21,0,13,0
1933,1.0,7740,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,6,0,21,0,15,0
1934,1.0,9794,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,6,0,12,35,6,35
1935,1.0,17471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,22,50,21,20,22,30
1936,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,13,45,4,25,14,40
1937,1.0,11467,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,35,14,25,28,50
1938,1.0,6528,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,14,35,14,35,24,0
1939,1.0,8266,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,7,30,19,15,11,45
1940,1.0,6442,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,6,40,22,20,15,40
1941,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,22,50,12,35,13,45
1942,0.0,17501,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,7,10,8,35,1,25
1943,0.0,8273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,5,6,10,8,55,2,45
1944,2.0,10703,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,18,30,19,15,24,45
1945,1.0,8510,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,10,0,1,30,15,30
1946,0.0,2754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,3,20,5,21,35,1,30
1947,0.0,2227,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,5,21,20,22,50,1,30
1948,2.0,18275,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,17,50,1,30,7,40
1949,1.0,6356,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,21,4,8,45,13,15,4,30
1950,1.0,14781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,14,5,20,45,6,40
1951,2.0,13029,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,9,40,12,35,26,55
1952,0.0,4340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,11,40,14,30,2,50
1953,2.0,12224,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,17,30,13,45,20,15
1954,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,16,30,18,15,25,45
1955,0.0,4174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,4,9,35,12,20,2,45
1956,2.0,14887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,17,0,22,55,29,55
1957,1.0,12853,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,4,9,0,19,15,10,15
1958,0.0,3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,11,10,13,55,2,45
1959,0.0,11111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,11,40,14,35,2,55
1960,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,17,45,20,45,3,0
1961,0.0,4030,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,17,45,20,45,3,0
1962,1.0,14871,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,15,0,1,35,10,35
1963,1.0,12898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,19,45,4,25,8,40
1964,1.0,14533,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,11,30,19,15,7,45
1965,1.0,7258,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,17,40,8,15,14,35
1966,1.0,4812,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,4,8,45,13,15,4,30
1967,1.0,12384,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,9,35,21,5,11,30
1968,2.0,8603,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,12,0,7,40,19,40
1969,2.0,8603,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,12,0,19,15,7,15
1970,1.0,14231,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,13,55,23,25,9,30
1971,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,23,5,4,25,29,20
1972,1.0,11410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,20,45,7,10,10,25
1973,2.0,12725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,8,50,9,25,24,35
1974,2.0,13292,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,9,35,12,35,27,0
1975,0.0,3873,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,4,6,55,9,30,2,35
1976,0.0,3850,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,6,7,55,10,15,2,20
1977,1.0,8479,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,9,6,11,35,18,50,7,15
1978,1.0,14151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,9,35,23,35,14,0
1979,0.0,5228,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,6,10,8,55,2,45
1980,1.0,9397,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,6,7,10,9,5,25,55
1981,0.0,4995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,6,7,5,8,30,1,25
1982,2.0,10651,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,19,45,19,15,23,30
1983,0.0,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,4,55,7,45,2,50
1984,2.0,10697,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,8,20,21,50,13,30
1985,1.0,9314,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,9,35,14,25,28,50
1986,0.0,3540,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,27,6,5,15,7,40,2,25
1987,2.0,9443,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,16,40,19,15,26,35
1988,1.0,15147,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,7,30,15,30,8,0
1989,0.0,8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,8,20,11,20,3,0
1990,0.0,2437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,5,21,20,22,50,1,30
1991,1.0,6104,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,10,35,1,30,14,55
1992,0.0,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,6,22,45,0,15,1,30
1993,1.0,7408,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,13,0,21,0,8,0
1994,0.0,4049,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,18,6,6,25,7,55,1,30
1995,0.0,8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,19,50,22,50,3,0
1996,1.0,10197,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,7,0,19,0,12,0
1997,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,21,10,8,15,11,5
1998,1.0,12692,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,17,0,19,10,26,10
1999,1.0,14781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,8,25,16,20,7,55
2000,1.0,7335,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,23,30,7,45,8,15
2001,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,8,20,11,20,3,0
2002,0.0,4353,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,3,21,10,0,5,2,55
2003,1.0,13941,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,20,0,8,15,12,15
2004,1.0,12295,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,9,45,14,25,4,40
2005,1.0,12898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,22,50,12,35,13,45
